action, angle, velocity, Q
TorqueR, 65, 93, 0
TorqueR, 65, 94, 0
TorqueR, 65, 95, 0
TorqueR, 65, 96, 0
TorqueR, 65, 97, 0
TorqueR, 65, 98, -98.5678
TorqueR, 65, 99, 0
TorqueR, 66, 0, -105.241
TorqueR, 66, 1, 0
TorqueR, 66, 2, -100
TorqueR, 66, 3, -100
TorqueR, 66, 4, -100
TorqueR, 66, 5, 0
TorqueR, 66, 6, 0
TorqueR, 66, 7, -100
TorqueR, 66, 8, 0
TorqueR, 66, 9, -73.0354
TorqueR, 66, 10, -71.0663
TorqueR, 66, 11, -66.7007
TorqueR, 66, 12, -63.8678
TorqueR, 66, 13, 0
TorqueR, 66, 14, 0
TorqueR, 66, 15, -54.8386
TorqueR, 66, 16, 0
TorqueR, 66, 17, 0
TorqueR, 66, 18, -83.0102
TorqueR, 66, 19, 0
TorqueR, 66, 20, 0
TorqueR, 66, 21, 0
TorqueR, 66, 22, 0
TorqueR, 66, 23, 0
TorqueR, 66, 24, 0
TorqueR, 66, 25, -29.9937
TorqueR, 66, 26, -27.5507
TorqueR, 66, 27, -25.784
TorqueR, 66, 28, -25.609
TorqueR, 66, 29, -22.8677
TorqueR, 66, 30, -38.4689
TorqueR, 66, 31, -20.555
TorqueR, 66, 32, -18.4677
TorqueR, 66, 33, -28.8493
TorqueR, 66, 34, -28.6474
TorqueR, 66, 35, -14.1986
TorqueR, 66, 36, -29.5482
TorqueR, 66, 37, -12.6184
TorqueR, 66, 38, -18.5225
TorqueR, 66, 39, -9.90663
TorqueR, 66, 40, -16.9606
TorqueR, 66, 41, -14.2224
TorqueR, 66, 42, -14.4039
TorqueR, 66, 43, -12.8549
TorqueR, 66, 44, -6.95575
TorqueR, 66, 45, -11.5534
TorqueR, 66, 46, -6.06405
TorqueR, 66, 47, 0
TorqueR, 66, 48, 0
TorqueR, 66, 49, -5.47726
TorqueR, 66, 50, -12.3652
TorqueR, 66, 51, 0
TorqueR, 66, 52, -5.47124
TorqueR, 66, 53, -9.34113
TorqueR, 66, 54, -9.50334
TorqueR, 66, 55, -13.2248
TorqueR, 66, 56, 0
TorqueR, 66, 57, -12.2868
TorqueR, 66, 58, -8.40078
TorqueR, 66, 59, 0
TorqueR, 66, 60, -9.00555
TorqueR, 66, 61, 0
TorqueR, 66, 62, -11.4329
TorqueR, 66, 63, -12.0704
TorqueR, 66, 64, -22.0275
TorqueR, 66, 65, -24.7547
TorqueR, 66, 66, -24.9833
TorqueR, 66, 67, -16.3352
TorqueR, 66, 68, -29.652
TorqueR, 66, 69, 0
TorqueR, 66, 70, 0
TorqueR, 66, 71, 0
TorqueR, 66, 72, -24.728
TorqueR, 66, 73, -43.4069
TorqueR, 66, 74, -28.1671
TorqueR, 66, 75, 0
TorqueR, 66, 76, -32.2489
TorqueR, 66, 77, -34.0848
TorqueR, 66, 78, 0
TorqueR, 66, 79, 0
TorqueR, 66, 80, 0
TorqueR, 66, 81, 0
TorqueR, 66, 82, 0
TorqueR, 66, 83, -50.2171
TorqueR, 66, 84, 0
TorqueR, 66, 85, 0
TorqueR, 66, 86, 0
TorqueR, 66, 87, 0
TorqueR, 66, 88, 0
TorqueR, 66, 89, 0
TorqueR, 66, 90, -70.1197
TorqueR, 66, 91, 0
TorqueR, 66, 92, 0
TorqueR, 66, 93, 0
TorqueR, 66, 94, 0
TorqueR, 66, 95, 0
TorqueR, 66, 96, 0
TorqueR, 66, 97, 0
TorqueR, 66, 98, -99.0758
TorqueR, 66, 99, -100.229
TorqueR, 67, 0, 0
TorqueR, 67, 1, 0
TorqueR, 67, 2, 0
TorqueR, 67, 3, 0
TorqueR, 67, 4, 0
TorqueR, 67, 5, 0
TorqueR, 67, 6, 0
TorqueR, 67, 7, 0
TorqueR, 67, 8, -100
TorqueR, 67, 9, -73.6309
TorqueR, 67, 10, -100
TorqueR, 67, 11, 0
TorqueR, 67, 12, 0
TorqueR, 67, 13, -59.7429
TorqueR, 67, 14, 0
TorqueR, 67, 15, -54.0695
TorqueR, 67, 16, -50.2664
TorqueR, 67, 17, -47.7928
TorqueR, 67, 18, 0
TorqueR, 67, 19, -42.556
TorqueR, 67, 20, -42.204
TorqueR, 67, 21, 0
TorqueR, 67, 22, -37.5512
TorqueR, 67, 23, 0
TorqueR, 67, 24, 0
TorqueR, 67, 25, -30.4646
TorqueR, 67, 26, -50.7271
TorqueR, 67, 27, -25.4003
TorqueR, 67, 28, -24.8328
TorqueR, 67, 29, 0
TorqueR, 67, 30, -20.8027
TorqueR, 67, 31, -33.7001
TorqueR, 67, 32, -17.8276
TorqueR, 67, 33, -16.891
TorqueR, 67, 34, -34.9009
TorqueR, 67, 35, -34.3952
TorqueR, 67, 36, 0
TorqueR, 67, 37, -19.5802
TorqueR, 67, 38, -19.3526
TorqueR, 67, 39, -17.6091
TorqueR, 67, 40, -9.07771
TorqueR, 67, 41, -13.7285
TorqueR, 67, 42, -13.2748
TorqueR, 67, 43, -16.7871
TorqueR, 67, 44, -10.5827
TorqueR, 67, 45, -10.1676
TorqueR, 67, 46, -10.5238
TorqueR, 67, 47, 0
TorqueR, 67, 48, -8.61972
TorqueR, 67, 49, -8.94625
TorqueR, 67, 50, -5.22029
TorqueR, 67, 51, -5.30098
TorqueR, 67, 52, 0
TorqueR, 67, 53, -5.40621
TorqueR, 67, 54, -9.70034
TorqueR, 67, 55, -6.19074
TorqueR, 67, 56, 0
TorqueR, 67, 57, -11.8956
TorqueR, 67, 58, -7.45633
TorqueR, 67, 59, -8.89562
TorqueR, 67, 60, -16.3902
TorqueR, 67, 61, -21.8713
TorqueR, 67, 62, -11.2942
TorqueR, 67, 63, -11.8276
TorqueR, 67, 64, -13.6043
TorqueR, 67, 65, -13.7408
TorqueR, 67, 66, -15.4477
TorqueR, 67, 67, -17.0688
TorqueR, 67, 68, 0
TorqueR, 67, 69, 0
TorqueR, 67, 70, 0
TorqueR, 67, 71, 0
TorqueR, 67, 72, -24.8796
TorqueR, 67, 73, 0
TorqueR, 67, 74, 0
TorqueR, 67, 75, -52.1873
TorqueR, 67, 76, -53.6703
TorqueR, 67, 77, -33.7693
TorqueR, 67, 78, 0
TorqueR, 67, 79, 0
TorqueR, 67, 80, 0
TorqueR, 67, 81, -44.4428
TorqueR, 67, 82, 0
TorqueR, 67, 83, 0
TorqueR, 67, 84, 0
TorqueR, 67, 85, -53.122
TorqueR, 67, 86, 0
TorqueR, 67, 87, 0
TorqueR, 67, 88, -62.6593
TorqueR, 67, 89, -65.8248
TorqueR, 67, 90, 0
TorqueR, 67, 91, -73.4603
TorqueR, 67, 92, 0
TorqueR, 67, 93, -135.377
TorqueR, 67, 94, 0
TorqueR, 67, 95, -84.23
TorqueR, 67, 96, 0
TorqueR, 67, 97, 0
TorqueR, 67, 98, -96.4065
TorqueR, 67, 99, 0
TorqueR, 68, 0, -100
TorqueR, 68, 1, 0
TorqueR, 68, 2, -100
TorqueR, 68, 3, 0
TorqueR, 68, 4, -100
TorqueR, 68, 5, 0
TorqueR, 68, 6, -100
TorqueR, 68, 7, -100
TorqueR, 68, 8, 0
TorqueR, 68, 9, -72.215
TorqueR, 68, 10, -70.5086
TorqueR, 68, 11, 0
TorqueR, 68, 12, -100
TorqueR, 68, 13, 0
TorqueR, 68, 14, 0
TorqueR, 68, 15, -53.7436
TorqueR, 68, 16, -88.2421
TorqueR, 68, 17, -47.8803
TorqueR, 68, 18, -46.2623
TorqueR, 68, 19, 0
TorqueR, 68, 20, -41.1007
TorqueR, 68, 21, -65.7902
TorqueR, 68, 22, -36.6338
TorqueR, 68, 23, -32.8814
TorqueR, 68, 24, -31.5492
TorqueR, 68, 25, -51.2605
TorqueR, 68, 26, -50.1529
TorqueR, 68, 27, -25.6503
TorqueR, 68, 28, 0
TorqueR, 68, 29, -22.8934
TorqueR, 68, 30, -35.4722
TorqueR, 68, 31, 0
TorqueR, 68, 32, -30.8363
TorqueR, 68, 33, -29.4608
TorqueR, 68, 34, 0
TorqueR, 68, 35, -30.8491
TorqueR, 68, 36, 0
TorqueR, 68, 37, -11.2016
TorqueR, 68, 38, 0
TorqueR, 68, 39, -9.64897
TorqueR, 68, 40, 0
TorqueR, 68, 41, -8.35189
TorqueR, 68, 42, -7.4637
TorqueR, 68, 43, -11.7994
TorqueR, 68, 44, -10.4142
TorqueR, 68, 45, -9.34768
TorqueR, 68, 46, 0
TorqueR, 68, 47, -5.19311
TorqueR, 68, 48, -4.97873
TorqueR, 68, 49, -4.8944
TorqueR, 68, 50, -4.98826
TorqueR, 68, 51, -5.03862
TorqueR, 68, 52, -4.94781
TorqueR, 68, 53, -5.39782
TorqueR, 68, 54, -5.61967
TorqueR, 68, 55, -9.97297
TorqueR, 68, 56, -10.288
TorqueR, 68, 57, -10.4204
TorqueR, 68, 58, -7.31522
TorqueR, 68, 59, -13.5603
TorqueR, 68, 60, -16.3383
TorqueR, 68, 61, -15.8101
TorqueR, 68, 62, -10.5703
TorqueR, 68, 63, -11.2877
TorqueR, 68, 64, -12.8861
TorqueR, 68, 65, -13.5505
TorqueR, 68, 66, -26.4339
TorqueR, 68, 67, -16.8002
TorqueR, 68, 68, -31.3553
TorqueR, 68, 69, -32.2926
TorqueR, 68, 70, -21.5885
TorqueR, 68, 71, -21.8659
TorqueR, 68, 72, -40.0383
TorqueR, 68, 73, 0
TorqueR, 68, 74, -27.5865
TorqueR, 68, 75, 0
TorqueR, 68, 76, 0
TorqueR, 68, 77, 0
TorqueR, 68, 78, 0
TorqueR, 68, 79, 0
TorqueR, 68, 80, 0
TorqueR, 68, 81, 0
TorqueR, 68, 82, 0
TorqueR, 68, 83, 0
TorqueR, 68, 84, 0
TorqueR, 68, 85, -53.3462
TorqueR, 68, 86, -56.1939
TorqueR, 68, 87, -59.7147
TorqueR, 68, 88, -64.0608
TorqueR, 68, 89, 0
TorqueR, 68, 90, 0
TorqueR, 68, 91, 0
TorqueR, 68, 92, -76.8147
TorqueR, 68, 93, -79.6781
TorqueR, 68, 94, 0
TorqueR, 68, 95, -84.9127
TorqueR, 68, 96, 0
TorqueR, 68, 97, 0
TorqueR, 68, 98, 0
TorqueR, 68, 99, 0
TorqueR, 69, 0, -100
TorqueR, 69, 1, 0
TorqueR, 69, 2, -100
TorqueR, 69, 3, -100
TorqueR, 69, 4, 0
TorqueR, 69, 5, 0
TorqueR, 69, 6, 0
TorqueR, 69, 7, 0
TorqueR, 69, 8, 0
TorqueR, 69, 9, 0
TorqueR, 69, 10, -68.2277
TorqueR, 69, 11, -100
TorqueR, 69, 12, -100
TorqueR, 69, 13, 0
TorqueR, 69, 14, 0
TorqueR, 69, 15, 0
TorqueR, 69, 16, -100
TorqueR, 69, 17, 0
TorqueR, 69, 18, 0
TorqueR, 69, 19, 0
TorqueR, 69, 20, 0
TorqueR, 69, 21, 0
TorqueR, 69, 22, -36.1248
TorqueR, 69, 23, 0
TorqueR, 69, 24, -32.5143
TorqueR, 69, 25, -53.1341
TorqueR, 69, 26, 0
TorqueR, 69, 27, -26.8054
TorqueR, 69, 28, -43.0816
TorqueR, 69, 29, -23.1139
TorqueR, 69, 30, -20.368
TorqueR, 69, 31, -19.7138
TorqueR, 69, 32, 0
TorqueR, 69, 33, -26.844
TorqueR, 69, 34, -33.7693
TorqueR, 69, 35, -25.1336
TorqueR, 69, 36, -12.5768
TorqueR, 69, 37, -19.8426
TorqueR, 69, 38, -19.6108
TorqueR, 69, 39, -15.4852
TorqueR, 69, 40, 0
TorqueR, 69, 41, -7.90469
TorqueR, 69, 42, 0
TorqueR, 69, 43, -6.54271
TorqueR, 69, 44, -5.9544
TorqueR, 69, 45, -5.56112
TorqueR, 69, 46, -5.41856
TorqueR, 69, 47, -8.2972
TorqueR, 69, 48, -4.94395
TorqueR, 69, 49, -10.3444
TorqueR, 69, 50, -11.4379
TorqueR, 69, 51, -12.709
TorqueR, 69, 52, -12.3025
TorqueR, 69, 53, -8.10667
TorqueR, 69, 54, -9.38887
TorqueR, 69, 55, -12.0991
TorqueR, 69, 56, -10.1859
TorqueR, 69, 57, -11.2277
TorqueR, 69, 58, -7.53551
TorqueR, 69, 59, -8.26634
TorqueR, 69, 60, -8.737
TorqueR, 69, 61, 0
TorqueR, 69, 62, 0
TorqueR, 69, 63, -10.7914
TorqueR, 69, 64, 0
TorqueR, 69, 65, -23.1494
TorqueR, 69, 66, -25.6471
TorqueR, 69, 67, -28.2798
TorqueR, 69, 68, -29.0013
TorqueR, 69, 69, -31.623
TorqueR, 69, 70, 0
TorqueR, 69, 71, -21.7813
TorqueR, 69, 72, -24.6966
TorqueR, 69, 73, -26.1093
TorqueR, 69, 74, 0
TorqueR, 69, 75, 0
TorqueR, 69, 76, 0
TorqueR, 69, 77, 0
TorqueR, 69, 78, 0
TorqueR, 69, 79, -38.176
TorqueR, 69, 80, 0
TorqueR, 69, 81, 0
TorqueR, 69, 82, 0
TorqueR, 69, 83, 0
TorqueR, 69, 84, 0
TorqueR, 69, 85, 0
TorqueR, 69, 86, 0
TorqueR, 69, 87, -60.5237
TorqueR, 69, 88, 0
TorqueR, 69, 89, 0
TorqueR, 69, 90, 0
TorqueR, 69, 91, -71.328
TorqueR, 69, 92, 0
TorqueR, 69, 93, 0
TorqueR, 69, 94, 0
TorqueR, 69, 95, 0
TorqueR, 69, 96, 0
TorqueR, 69, 97, -93.7329
TorqueR, 69, 98, 0
TorqueR, 69, 99, 0
TorqueR, 70, 0, 0
TorqueR, 70, 1, -100
TorqueR, 70, 2, 0
TorqueR, 70, 3, -100
TorqueR, 70, 4, -100
TorqueR, 70, 5, 0
TorqueR, 70, 6, 0
TorqueR, 70, 7, 0
TorqueR, 70, 8, 0
TorqueR, 70, 9, 0
TorqueR, 70, 10, 0
TorqueR, 70, 11, -64.3946
TorqueR, 70, 12, 0
TorqueR, 70, 13, 0
TorqueR, 70, 14, -57.4221
TorqueR, 70, 15, 0
TorqueR, 70, 16, 0
TorqueR, 70, 17, -47.9224
TorqueR, 70, 18, 0
TorqueR, 70, 19, 0
TorqueR, 70, 20, 0
TorqueR, 70, 21, 0
TorqueR, 70, 22, -36.0497
TorqueR, 70, 23, -59.8608
TorqueR, 70, 24, 0
TorqueR, 70, 25, -53.1334
TorqueR, 70, 26, 0
TorqueR, 70, 27, -26.4297
TorqueR, 70, 28, 0
TorqueR, 70, 29, -38.0817
TorqueR, 70, 30, -20.6872
TorqueR, 70, 31, -19.4198
TorqueR, 70, 32, -16.9055
TorqueR, 70, 33, -15.2872
TorqueR, 70, 34, -14.9308
TorqueR, 70, 35, -13.7943
TorqueR, 70, 36, -21.9485
TorqueR, 70, 37, -27.1515
TorqueR, 70, 38, -18.3711
TorqueR, 70, 39, -16.5114
TorqueR, 70, 40, -8.37706
TorqueR, 70, 41, -7.80773
TorqueR, 70, 42, -6.73202
TorqueR, 70, 43, 0
TorqueR, 70, 44, -6.2062
TorqueR, 70, 45, -5.35226
TorqueR, 70, 46, -8.2366
TorqueR, 70, 47, 0
TorqueR, 70, 48, 0
TorqueR, 70, 49, -7.89516
TorqueR, 70, 50, -6.97681
TorqueR, 70, 51, -7.19732
TorqueR, 70, 52, -7.53698
TorqueR, 70, 53, -7.51198
TorqueR, 70, 54, -5.0981
TorqueR, 70, 55, -5.3652
TorqueR, 70, 56, -10.4937
TorqueR, 70, 57, -6.61472
TorqueR, 70, 58, -7.1338
TorqueR, 70, 59, -8.11649
TorqueR, 70, 60, -8.68239
TorqueR, 70, 61, 0
TorqueR, 70, 62, 0
TorqueR, 70, 63, -10.9244
TorqueR, 70, 64, -20.1047
TorqueR, 70, 65, -12.8681
TorqueR, 70, 66, -24.8806
TorqueR, 70, 67, -27.9424
TorqueR, 70, 68, -27.9151
TorqueR, 70, 69, 0
TorqueR, 70, 70, -34.8931
TorqueR, 70, 71, 0
TorqueR, 70, 72, -23.5287
TorqueR, 70, 73, 0
TorqueR, 70, 74, 0
TorqueR, 70, 75, 0
TorqueR, 70, 76, -30.6557
TorqueR, 70, 77, 0
TorqueR, 70, 78, -36.9284
TorqueR, 70, 79, 0
TorqueR, 70, 80, 0
TorqueR, 70, 81, 0
TorqueR, 70, 82, 0
TorqueR, 70, 83, 0
TorqueR, 70, 84, 0
TorqueR, 70, 85, 0
TorqueR, 70, 86, 0
TorqueR, 70, 87, 0
TorqueR, 70, 88, 0
TorqueR, 70, 89, 0
TorqueR, 70, 90, 0
TorqueR, 70, 91, 0
TorqueR, 70, 92, 0
TorqueR, 70, 93, 0
TorqueR, 70, 94, 0
TorqueR, 70, 95, 0
TorqueR, 70, 96, 0
TorqueR, 70, 97, 0
TorqueR, 70, 98, 0
TorqueR, 70, 99, 0
TorqueR, 71, 0, -100
TorqueR, 71, 1, 0
TorqueR, 71, 2, 0
TorqueR, 71, 3, -100
TorqueR, 71, 4, 0
TorqueR, 71, 5, 0
TorqueR, 71, 6, -80.2442
TorqueR, 71, 7, 0
TorqueR, 71, 8, 0
TorqueR, 71, 9, 0
TorqueR, 71, 10, 0
TorqueR, 71, 11, 0
TorqueR, 71, 12, 0
TorqueR, 71, 13, -59.2725
TorqueR, 71, 14, 0
TorqueR, 71, 15, 0
TorqueR, 71, 16, -49.709
TorqueR, 71, 17, -48.7359
TorqueR, 71, 18, 0
TorqueR, 71, 19, 0
TorqueR, 71, 20, 0
TorqueR, 71, 21, 0
TorqueR, 71, 22, -35.4218
TorqueR, 71, 23, -56.518
TorqueR, 71, 24, -56.109
TorqueR, 71, 25, -29.8094
TorqueR, 71, 26, -26.7186
TorqueR, 71, 27, -25.0404
TorqueR, 71, 28, 0
TorqueR, 71, 29, -22.2368
TorqueR, 71, 30, 0
TorqueR, 71, 31, -19.234
TorqueR, 71, 32, -17.6795
TorqueR, 71, 33, -26.7275
TorqueR, 71, 34, -15.2926
TorqueR, 71, 35, -30.7728
TorqueR, 71, 36, -11.9758
TorqueR, 71, 37, -20.1242
TorqueR, 71, 38, -9.55599
TorqueR, 71, 39, -9.20788
TorqueR, 71, 40, -13.242
TorqueR, 71, 41, -12.7765
TorqueR, 71, 42, -6.51203
TorqueR, 71, 43, -6.24765
TorqueR, 71, 44, -5.70586
TorqueR, 71, 45, 0
TorqueR, 71, 46, 0
TorqueR, 71, 47, -4.63502
TorqueR, 71, 48, 0
TorqueR, 71, 49, -6.74301
TorqueR, 71, 50, -4.30881
TorqueR, 71, 51, -6.76698
TorqueR, 71, 52, -6.77677
TorqueR, 71, 53, -4.6111
TorqueR, 71, 54, -8.74929
TorqueR, 71, 55, -8.52617
TorqueR, 71, 56, 0
TorqueR, 71, 57, -9.98197
TorqueR, 71, 58, -10.4428
TorqueR, 71, 59, 0
TorqueR, 71, 60, -13.8151
TorqueR, 71, 61, 0
TorqueR, 71, 62, -10.2666
TorqueR, 71, 63, -10.6098
TorqueR, 71, 64, -19.4507
TorqueR, 71, 65, -12.5686
TorqueR, 71, 66, -14.8689
TorqueR, 71, 67, -27.0706
TorqueR, 71, 68, -28.0047
TorqueR, 71, 69, -18.9479
TorqueR, 71, 70, -19.863
TorqueR, 71, 71, -22.004
TorqueR, 71, 72, 0
TorqueR, 71, 73, 0
TorqueR, 71, 74, -27.6762
TorqueR, 71, 75, 0
TorqueR, 71, 76, 0
TorqueR, 71, 77, 0
TorqueR, 71, 78, 0
TorqueR, 71, 79, -37.5086
TorqueR, 71, 80, 0
TorqueR, 71, 81, -41.827
TorqueR, 71, 82, 0
TorqueR, 71, 83, 0
TorqueR, 71, 84, 0
TorqueR, 71, 85, 0
TorqueR, 71, 86, 0
TorqueR, 71, 87, 0
TorqueR, 71, 88, 0
TorqueR, 71, 89, 0
TorqueR, 71, 90, -119.101
TorqueR, 71, 91, 0
TorqueR, 71, 92, 0
TorqueR, 71, 93, 0
TorqueR, 71, 94, 0
TorqueR, 71, 95, 0
TorqueR, 71, 96, 0
TorqueR, 71, 97, 0
TorqueR, 71, 98, 0
TorqueR, 71, 99, 0
TorqueR, 72, 0, 0
TorqueR, 72, 1, 0
TorqueR, 72, 2, 0
TorqueR, 72, 3, 0
TorqueR, 72, 4, -100
TorqueR, 72, 5, -100
TorqueR, 72, 6, 0
TorqueR, 72, 7, -100
TorqueR, 72, 8, 0
TorqueR, 72, 9, -100
TorqueR, 72, 10, 0
TorqueR, 72, 11, 0
TorqueR, 72, 12, 0
TorqueR, 72, 13, -100
TorqueR, 72, 14, 0
TorqueR, 72, 15, -100
TorqueR, 72, 16, -51.6775
TorqueR, 72, 17, 0
TorqueR, 72, 18, -44.2901
TorqueR, 72, 19, 0
TorqueR, 72, 20, 0
TorqueR, 72, 21, 0
TorqueR, 72, 22, 0
TorqueR, 72, 23, 0
TorqueR, 72, 24, -31.3304
TorqueR, 72, 25, 0
TorqueR, 72, 26, 0
TorqueR, 72, 27, 0
TorqueR, 72, 28, -22.6581
TorqueR, 72, 29, 0
TorqueR, 72, 30, 0
TorqueR, 72, 31, 0
TorqueR, 72, 32, 0
TorqueR, 72, 33, -16.1616
TorqueR, 72, 34, -25.7682
TorqueR, 72, 35, -12.5686
TorqueR, 72, 36, -11.445
TorqueR, 72, 37, -11.0717
TorqueR, 72, 38, -9.53623
TorqueR, 72, 39, -9.00912
TorqueR, 72, 40, 0
TorqueR, 72, 41, -6.85206
TorqueR, 72, 42, -6.81226
TorqueR, 72, 43, -10.3741
TorqueR, 72, 44, -8.71049
TorqueR, 72, 45, -4.94392
TorqueR, 72, 46, -4.84135
TorqueR, 72, 47, -4.34716
TorqueR, 72, 48, -4.12674
TorqueR, 72, 49, -6.2198
TorqueR, 72, 50, -4.04811
TorqueR, 72, 51, -4.04063
TorqueR, 72, 52, 0
TorqueR, 72, 53, -6.7542
TorqueR, 72, 54, -7.35963
TorqueR, 72, 55, 0
TorqueR, 72, 56, 0
TorqueR, 72, 57, -6.16861
TorqueR, 72, 58, -10.6813
TorqueR, 72, 59, -7.01644
TorqueR, 72, 60, -12.1569
TorqueR, 72, 61, -9.19614
TorqueR, 72, 62, -9.64485
TorqueR, 72, 63, 0
TorqueR, 72, 64, -20.0423
TorqueR, 72, 65, -13.002
TorqueR, 72, 66, -14.5187
TorqueR, 72, 67, -15.0446
TorqueR, 72, 68, -27.28
TorqueR, 72, 69, -18.4034
TorqueR, 72, 70, 0
TorqueR, 72, 71, 0
TorqueR, 72, 72, 0
TorqueR, 72, 73, 0
TorqueR, 72, 74, -27.2584
TorqueR, 72, 75, -28.8158
TorqueR, 72, 76, 0
TorqueR, 72, 77, 0
TorqueR, 72, 78, 0
TorqueR, 72, 79, 0
TorqueR, 72, 80, 0
TorqueR, 72, 81, 0
TorqueR, 72, 82, 0
TorqueR, 72, 83, 0
TorqueR, 72, 84, -51.1999
TorqueR, 72, 85, 0
TorqueR, 72, 86, -55.3306
TorqueR, 72, 87, 0
TorqueR, 72, 88, -60.5094
TorqueR, 72, 89, 0
TorqueR, 72, 90, 0
TorqueR, 72, 91, 0
TorqueR, 72, 92, 0
TorqueR, 72, 93, 0
TorqueR, 72, 94, 0
TorqueR, 72, 95, 0
TorqueR, 72, 96, 0
TorqueR, 72, 97, 0
TorqueR, 72, 98, 0
TorqueR, 72, 99, 0
TorqueR, 73, 0, 0
TorqueR, 73, 1, 0
TorqueR, 73, 2, -100
TorqueR, 73, 3, 0
TorqueR, 73, 4, -100
TorqueR, 73, 5, -100
TorqueR, 73, 6, 0
TorqueR, 73, 7, 0
TorqueR, 73, 8, 0
TorqueR, 73, 9, 0
TorqueR, 73, 10, -69.0496
TorqueR, 73, 11, -65.792
TorqueR, 73, 12, 0
TorqueR, 73, 13, 0
TorqueR, 73, 14, -54.9131
TorqueR, 73, 15, 0
TorqueR, 73, 16, -50.6096
TorqueR, 73, 17, -48.6765
TorqueR, 73, 18, -44.396
TorqueR, 73, 19, 0
TorqueR, 73, 20, 0
TorqueR, 73, 21, 0
TorqueR, 73, 22, -35.8848
TorqueR, 73, 23, 0
TorqueR, 73, 24, 0
TorqueR, 73, 25, 0
TorqueR, 73, 26, -26.4908
TorqueR, 73, 27, 0
TorqueR, 73, 28, -23.4287
TorqueR, 73, 29, -21.1477
TorqueR, 73, 30, 0
TorqueR, 73, 31, 0
TorqueR, 73, 32, -16.9633
TorqueR, 73, 33, 0
TorqueR, 73, 34, 0
TorqueR, 73, 35, -13.2477
TorqueR, 73, 36, -11.557
TorqueR, 73, 37, -10.1224
TorqueR, 73, 38, -10.0969
TorqueR, 73, 39, -8.62662
TorqueR, 73, 40, -8.10934
TorqueR, 73, 41, -7.29561
TorqueR, 73, 42, 0
TorqueR, 73, 43, -9.23765
TorqueR, 73, 44, -5.3791
TorqueR, 73, 45, -4.8285
TorqueR, 73, 46, 0
TorqueR, 73, 47, -4.18983
TorqueR, 73, 48, 0
TorqueR, 73, 49, -3.81398
TorqueR, 73, 50, 0
TorqueR, 73, 51, -3.80874
TorqueR, 73, 52, 0
TorqueR, 73, 53, -4.01548
TorqueR, 73, 54, -4.37321
TorqueR, 73, 55, -4.75246
TorqueR, 73, 56, -8.32246
TorqueR, 73, 57, -5.9092
TorqueR, 73, 58, -10.5474
TorqueR, 73, 59, -11.8437
TorqueR, 73, 60, 0
TorqueR, 73, 61, -14.788
TorqueR, 73, 62, -14.9743
TorqueR, 73, 63, -17.6529
TorqueR, 73, 64, -10.9444
TorqueR, 73, 65, -13.0491
TorqueR, 73, 66, -13.8093
TorqueR, 73, 67, 0
TorqueR, 73, 68, 0
TorqueR, 73, 69, 0
TorqueR, 73, 70, 0
TorqueR, 73, 71, 0
TorqueR, 73, 72, 0
TorqueR, 73, 73, 0
TorqueR, 73, 74, -25.6251
TorqueR, 73, 75, 0
TorqueR, 73, 76, 0
TorqueR, 73, 77, 0
TorqueR, 73, 78, 0
TorqueR, 73, 79, 0
TorqueR, 73, 80, 0
TorqueR, 73, 81, 0
TorqueR, 73, 82, -45.4476
TorqueR, 73, 83, 0
TorqueR, 73, 84, 0
TorqueR, 73, 85, 0
TorqueR, 73, 86, -54.8402
TorqueR, 73, 87, 0
TorqueR, 73, 88, 0
TorqueR, 73, 89, -63.3392
TorqueR, 73, 90, 0
TorqueR, 73, 91, 0
TorqueR, 73, 92, 0
TorqueR, 73, 93, 0
TorqueR, 73, 94, 0
TorqueR, 73, 95, 0
TorqueR, 73, 96, 0
TorqueR, 73, 97, 0
TorqueR, 73, 98, -94.371
TorqueR, 73, 99, 0
TorqueR, 74, 0, 0
TorqueR, 74, 1, -100
TorqueR, 74, 2, -100
TorqueR, 74, 3, 0
TorqueR, 74, 4, -100
TorqueR, 74, 5, -100
TorqueR, 74, 6, -100
TorqueR, 74, 7, 0
TorqueR, 74, 8, 0
TorqueR, 74, 9, 0
TorqueR, 74, 10, 0
TorqueR, 74, 11, 0
TorqueR, 74, 12, 0
TorqueR, 74, 13, 0
TorqueR, 74, 14, -54.7212
TorqueR, 74, 15, 0
TorqueR, 74, 16, 0
TorqueR, 74, 17, -45.9644
TorqueR, 74, 18, -44.3293
TorqueR, 74, 19, 0
TorqueR, 74, 20, 0
TorqueR, 74, 21, 0
TorqueR, 74, 22, -34.7846
TorqueR, 74, 23, 0
TorqueR, 74, 24, 0
TorqueR, 74, 25, -28.22
TorqueR, 74, 26, -45.5568
TorqueR, 74, 27, 0
TorqueR, 74, 28, -22.2197
TorqueR, 74, 29, 0
TorqueR, 74, 30, 0
TorqueR, 74, 31, -18.1093
TorqueR, 74, 32, 0
TorqueR, 74, 33, -14.7065
TorqueR, 74, 34, 0
TorqueR, 74, 35, 0
TorqueR, 74, 36, -11.7985
TorqueR, 74, 37, -10.0726
TorqueR, 74, 38, -8.89236
TorqueR, 74, 39, -8.20766
TorqueR, 74, 40, -7.64297
TorqueR, 74, 41, -11.5055
TorqueR, 74, 42, -5.89059
TorqueR, 74, 43, -9.37386
